Type of Transaction,Sender ID,Receiver ID,Amount of Money Transferred,Date,Is Fraud,Type of Fraud,Day of the Week
transfer,91533,43793,1069.07,3/1/2019 10:49,0,none,Friday
transfer,89714,43793,1069.07,3/9/2019 9:53,0,none,Saturday
transfer,37235,43793,1069.07,7/2/2019 14:21,0,none,Tuesday
transfer,75468,43793,1069.07,4/3/2019 15:28,0,none,Wednesday
transfer,29043,43793,1069.07,5/18/2019 10:14,0,none,Saturday
transfer,53540,43793,1069.07,6/27/2019 12:39,0,none,Thursday
transfer,34767,43793,1069.07,3/24/2019 11:59,0,none,Sunday
transfer,14945,43793,1069.07,3/29/2019 14:53,0,none,Friday
transfer,9532,43793,1069.07,4/13/2019 13:19,0,none,Saturday
transfer,27332,43793,1069.07,5/10/2019 9:34,0,none,Friday
transfer,32685,43793,1069.07,7/8/2019 12:20,0,none,Monday
transfer,26390,43793,1069.07,3/25/2019 13:52,0,none,Monday
